CountryName,CountryNumber
Congoÿ(Brazzaville),178
Congoÿ(Brazzaville),178
Congoÿ(Brazzaville),178
Congoÿ(Brazzaville),178
Congoÿ(Brazzaville),178
"Congo, (Kinshasa)",180
"Congo, (Kinshasa)",180
"Congo, (Kinshasa)",180
"Congo, (Kinshasa)",180
"Congo, (Kinshasa)",180
"Congo, (Kinshasa)",180
"Congo, (Kinshasa)",180
"Congo, (Kinshasa)",180
Comoros,174
Comoros,174
Comoros,174
Comoros,174
Comoros,174
Comoros,174
Comoros,174
Comoros,174
Colombia,170
Colombia,170
Colombia,170
Colombia,170
Colombia,170
Colombia,170
Colombia,170
Colombia,170
Cocos (Keeling) Islands,166
Cocos (Keeling) Islands,166
Cocos (Keeling) Islands,166
Cocos (Keeling) Islands,166
Cocos (Keeling) Islands,166
Cocos (Keeling) Islands,166
Cocos (Keeling) Islands,166
Cocos (Keeling) Islands,166
Christmas Island,162
Christmas Island,162
Christmas Island,162
Christmas Island,162
Christmas Island,162
Christmas Island,162
Christmas Island,162
Christmas Island,162
China,156
China,156
China,156
China,156
China,156
China,156
China,156
China,156
Chile,152
Chile,152
Chile,152
Chile,152
Chile,152
Chile,152
Chile,152
Chile,152
Chad,148
Chad,148
Chad,148
Chad,148
Chad,148
Chad,148
Chad,148
Chad,148
Central African Republic,140
Central African Republic,140
Central African Republic,140
Central African Republic,140
Central African Republic,140
Central African Republic,140
Central African Republic,140
Central African Republic,140
Cayman Islands,136
Cayman Islands,136
Cayman Islands,136
Cayman Islands,136
Cayman Islands,136
Cayman Islands,136
Cayman Islands,136
Cayman Islands,136
Cape Verde,132
Cape Verde,132
Cape Verde,132
Cape Verde,132
Cape Verde,132
Cape Verde,132
Cape Verde,132
Cape Verde,132
Canada,124
Canada,124
Canada,124
Canada,124
Canada,124
Canada,124
Canada,124
Canada,124
Cameroon,120
Cameroon,120
Cameroon,120
Cameroon,120
Cameroon,120
Cameroon,120
Cameroon,120
Cameroon,120
Cambodia,116
Cambodia,116
Cambodia,116
Cambodia,116
Cambodia,116
Cambodia,116
Cambodia,116
Cambodia,116
Burundi,108
Burundi,108
Burundi,108
Burundi,108
Burundi,108
Burundi,108
Burundi,108
Burundi,108
Burkina Faso,854
Burkina Faso,854
Burkina Faso,854
Burkina Faso,854
Burkina Faso,854
Burkina Faso,854
Burkina Faso,854
Burkina Faso,854
Bulgaria,100
Bulgaria,100
Bulgaria,100
Bulgaria,100
Bulgaria,100
Bulgaria,100
Bulgaria,100
Bulgaria,100
Brunei Darussalam,96
Brunei Darussalam,96
Brunei Darussalam,96
Brunei Darussalam,96
Brunei Darussalam,96
Brunei Darussalam,96
Brunei Darussalam,96
Brunei Darussalam,96
British Virgin Islands,92
British Virgin Islands,92
British Virgin Islands,92
British Virgin Islands,92
British Virgin Islands,92
British Virgin Islands,92
British Virgin Islands,92
British Virgin Islands,92
British Indian Ocean Territory,86
British Indian Ocean Territory,86
British Indian Ocean Territory,86
British Indian Ocean Territory,86
British Indian Ocean Territory,86
British Indian Ocean Territory,86
British Indian Ocean Territory,86
British Indian Ocean Territory,86
Brazil,76
Brazil,76
Brazil,76
Brazil,76
Brazil,76
Brazil,76
Brazil,76
Brazil,76
Bouvet Island,74
Bouvet Island,74
Bouvet Island,74
Bouvet Island,74
Bouvet Island,74
Bouvet Island,74
Bouvet Island,74
Bouvet Island,74
Botswana,72
Botswana,72
Botswana,72
Botswana,72
Botswana,72
Botswana,72
Botswana,72
Botswana,72
Bosnia and Herzegovina,70
Bosnia and Herzegovina,70
Bosnia and Herzegovina,70
Bosnia and Herzegovina,70
Bosnia and Herzegovina,70
Bosnia and Herzegovina,70
Bosnia and Herzegovina,70
Bosnia and Herzegovina,70
Bolivia,68
Bolivia,68
Bolivia,68
Bolivia,68
Bolivia,68
Bolivia,68
Bolivia,68
Bolivia,68
Bhutan,64
Bhutan,64
Bhutan,64
Bhutan,64
Bhutan,64
Bhutan,64
Bhutan,64
Bhutan,64
Bermuda,60
Bermuda,60
Bermuda,60
Bermuda,60
Bermuda,60
Bermuda,60
Bermuda,60
Bermuda,60
Benin,204
Benin,204
Benin,204
Benin,204
Benin,204
Benin,204
Benin,204
Benin,204
Belize,84
Belize,84
Belize,84
Belize,84
Belize,84
Belize,84
Belize,84
Belize,84
Belgium,56
Belgium,56
Belgium,56
Belgium,56
Belgium,56
Belgium,56
Belgium,56
Belgium,56
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Belarus,112
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Barbados,52
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bangladesh,50
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahrain,48
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Bahamas,44
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Azerbaijan,31
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Austria,40
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Australia,36
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Aruba,533
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Armenia,51
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Argentina,32
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antigua and Barbuda,28
Antarctica,10
Antarctica,10
Antarctica,10
Antarctica,10
Antarctica,10
Antarctica,10
Antarctica,10
Antarctica,10
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Anguilla,660
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Angola,24
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
Andorra,20
American Samoa,16
American Samoa,16
American Samoa,16
American Samoa,16
American Samoa,16
American Samoa,16
American Samoa,16
American Samoa,16
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Algeria,12
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Albania,8
Aland Islands,248
Aland Islands,248
Aland Islands,248
Aland Islands,248
Aland Islands,248
Aland Islands,248
Aland Islands,248
Aland Islands,248
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
Afghanistan,4
